Precinct,County,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,calc_participation
302,Richmond,1032.0,32.0,70.0,42.0,0.0,144.0,132.0,200.0,114.0,0.0,446.0,6.0,9.0,7.0,0.0,22.0,612.0,59.3
303,Richmond,1417.0,171.0,466.0,188.0,1.0,826.0,26.0,136.0,143.0,0.0,305.0,7.0,7.0,5.0,0.0,19.0,1150.0,81.2
304,Richmond,365.0,56.0,70.0,45.0,0.0,171.0,12.0,40.0,43.0,0.0,95.0,2.0,4.0,3.0,0.0,9.0,275.0,75.3
305,Richmond,428.0,47.0,161.0,87.0,1.0,296.0,7.0,36.0,36.0,0.0,79.0,2.0,5.0,3.0,0.0,10.0,385.0,90.0
306,Richmond,3934.0,211.0,387.0,271.0,0.0,869.0,279.0,816.0,524.0,3.0,1622.0,15.0,20.0,24.0,0.0,59.0,2550.0,64.8
307,Richmond,1642.0,179.0,375.0,181.0,0.0,735.0,66.0,173.0,200.0,0.0,439.0,9.0,10.0,9.0,0.0,28.0,1202.0,73.2
308,Richmond,622.0,45.0,68.0,39.0,0.0,152.0,47.0,107.0,72.0,0.0,226.0,3.0,4.0,2.0,1.0,10.0,388.0,62.4
309,Richmond,3340.0,85.0,139.0,88.0,1.0,313.0,296.0,1081.0,707.0,2.0,2086.0,16.0,20.0,14.0,0.0,50.0,2449.0,73.3
310,Richmond,5163.0,229.0,378.0,171.0,1.0,779.0,402.0,1356.0,931.0,4.0,2693.0,28.0,26.0,24.0,0.0,78.0,3550.0,68.8
401,Richmond,2093.0,32.0,52.0,25.0,0.0,109.0,225.0,686.0,465.0,0.0,1376.0,4.0,11.0,17.0,0.0,32.0,1517.0,72.5
402,Richmond,3311.0,74.0,75.0,51.0,0.0,200.0,406.0,517.0,507.0,4.0,1434.0,21.0,16.0,21.0,0.0,58.0,1692.0,51.1
404,Richmond,1748.0,40.0,58.0,47.0,0.0,145.0,219.0,447.0,322.0,3.0,991.0,14.0,9.0,8.0,1.0,32.0,1168.0,66.8
405,Richmond,4424.0,54.0,126.0,87.0,0.0,267.0,333.0,1436.0,1072.0,4.0,2845.0,8.0,24.0,22.0,0.0,54.0,3166.0,71.6
406,Richmond,3221.0,58.0,85.0,64.0,1.0,208.0,321.0,994.0,764.0,4.0,2083.0,9.0,15.0,12.0,0.0,36.0,2327.0,72.2
501,Richmond,3549.0,67.0,109.0,98.0,0.0,274.0,358.0,706.0,707.0,3.0,1774.0,11.0,20.0,22.0,1.0,54.0,2102.0,59.2
502,Richmond,4138.0,90.0,95.0,67.0,0.0,252.0,451.0,942.0,834.0,7.0,2234.0,18.0,19.0,18.0,0.0,55.0,2541.0,61.4
503,Richmond,4021.0,88.0,193.0,88.0,2.0,371.0,365.0,879.0,729.0,3.0,1976.0,19.0,22.0,20.0,0.0,61.0,2408.0,59.9
504,Richmond,2339.0,140.0,117.0,80.0,2.0,339.0,245.0,358.0,281.0,4.0,888.0,13.0,5.0,11.0,0.0,29.0,1256.0,53.7
506,Richmond,416.0,14.0,43.0,11.0,0.0,68.0,41.0,78.0,38.0,3.0,160.0,0.0,1.0,3.0,0.0,4.0,232.0,55.8
507,Richmond,968.0,43.0,66.0,43.0,0.0,152.0,136.0,205.0,129.0,1.0,471.0,6.0,8.0,3.0,0.0,17.0,640.0,66.1
509,Richmond,2172.0,55.0,80.0,53.0,0.0,188.0,191.0,597.0,404.0,4.0,1196.0,15.0,14.0,13.0,1.0,43.0,1427.0,65.7
601,Richmond,3988.0,158.0,257.0,112.0,3.0,530.0,318.0,772.0,510.0,14.0,1614.0,19.0,33.0,28.0,0.0,80.0,2224.0,55.8
603,Richmond,3570.0,394.0,398.0,252.0,0.0,1044.0,288.0,454.0,387.0,2.0,1131.0,24.0,22.0,8.0,0.0,54.0,2229.0,62.4
604,Richmond,1811.0,157.0,82.0,70.0,0.0,309.0,176.0,305.0,221.0,0.0,702.0,13.0,9.0,9.0,0.0,31.0,1042.0,57.5
605,Richmond,3880.0,232.0,326.0,201.0,0.0,759.0,300.0,632.0,511.0,2.0,1445.0,23.0,13.0,21.0,1.0,58.0,2262.0,58.3
607,Richmond,1812.0,23.0,36.0,26.0,1.0,86.0,191.0,525.0,392.0,1.0,1109.0,4.0,16.0,7.0,0.0,27.0,1222.0,67.4
608,Richmond,1472.0,241.0,241.0,105.0,0.0,587.0,89.0,172.0,140.0,1.0,402.0,9.0,9.0,7.0,0.0,25.0,1014.0,68.9
701,Richmond,2403.0,309.0,557.0,253.0,1.0,1120.0,105.0,266.0,293.0,1.0,665.0,11.0,15.0,11.0,0.0,37.0,1822.0,75.8
702,Richmond,1943.0,286.0,402.0,161.0,0.0,849.0,106.0,216.0,182.0,0.0,504.0,25.0,17.0,6.0,0.0,48.0,1401.0,72.1
703,Richmond,4644.0,363.0,587.0,258.0,0.0,1208.0,335.0,752.0,478.0,7.0,1572.0,34.0,31.0,15.0,0.0,80.0,2860.0,61.6
705,Richmond,2276.0,210.0,433.0,284.0,2.0,929.0,119.0,321.0,270.0,1.0,711.0,8.0,13.0,7.0,0.0,28.0,1668.0,73.3
706,Richmond,3315.0,245.0,865.0,348.0,0.0,1458.0,109.0,443.0,367.0,1.0,920.0,21.0,27.0,19.0,0.0,67.0,2445.0,73.8
707,Richmond,2122.0,157.0,246.0,89.0,1.0,493.0,217.0,403.0,209.0,2.0,831.0,8.0,19.0,13.0,0.0,40.0,1364.0,64.3
708,Richmond,305.0,21.0,107.0,32.0,1.0,161.0,8.0,43.0,18.0,0.0,69.0,0.0,3.0,1.0,0.0,4.0,234.0,76.7
709,Richmond,576.0,43.0,106.0,50.0,0.0,199.0,28.0,83.0,84.0,0.0,195.0,5.0,0.0,4.0,0.0,9.0,403.0,70.0
801,Richmond,523.0,160.0,45.0,37.0,1.0,243.0,38.0,26.0,45.0,0.0,109.0,1.0,1.0,3.0,0.0,5.0,357.0,68.3
801B,Richmond,523.0,195.0,32.0,45.0,0.0,272.0,40.0,14.0,35.0,0.0,89.0,1.0,1.0,2.0,0.0,4.0,365.0,69.8
802,Richmond,3251.0,699.0,413.0,208.0,4.0,1324.0,159.0,249.0,292.0,2.0,702.0,19.0,13.0,11.0,0.0,43.0,2069.0,63.6
803,Richmond,252.0,8.0,22.0,2.0,0.0,32.0,24.0,25.0,26.0,1.0,76.0,2.0,1.0,0.0,0.0,3.0,111.0,44.0
804,Richmond,2096.0,195.0,268.0,94.0,0.0,557.0,139.0,390.0,252.0,0.0,781.0,13.0,12.0,6.0,1.0,32.0,1370.0,65.4
804H,Richmond,2863.0,366.0,422.0,190.0,0.0,978.0,177.0,383.0,325.0,4.0,889.0,16.0,14.0,18.0,1.0,49.0,1916.0,66.9
805,Richmond,798.0,61.0,80.0,25.0,0.0,166.0,70.0,187.0,110.0,1.0,368.0,2.0,3.0,5.0,0.0,10.0,544.0,68.2
806,Richmond,1212.0,209.0,198.0,77.0,0.0,484.0,74.0,134.0,110.0,1.0,319.0,5.0,8.0,8.0,0.0,21.0,824.0,68.0
807,Richmond,1578.0,78.0,102.0,52.0,0.0,232.0,129.0,306.0,233.0,1.0,669.0,9.0,12.0,10.0,0.0,31.0,932.0,59.1
808,Richmond,2366.0,297.0,371.0,162.0,0.0,830.0,164.0,368.0,290.0,1.0,823.0,15.0,10.0,4.0,0.0,29.0,1682.0,71.1
809,Richmond,879.0,10.0,18.0,12.0,0.0,40.0,72.0,309.0,189.0,2.0,572.0,6.0,4.0,2.0,0.0,12.0,624.0,71.0
810,Richmond,425.0,54.0,93.0,24.0,0.0,171.0,14.0,67.0,53.0,0.0,134.0,0.0,3.0,2.0,0.0,5.0,310.0,72.9
FBC-FLC,Laurens,4180.0,334.0,1139.0,447.0,0.0,1920.0,174.0,548.0,363.0,1.0,1086.0,12.0,20.0,19.0,0.0,51.0,3057.0,73.1
Calhoun Park,Laurens,6053.0,205.0,474.0,213.0,0.0,892.0,494.0,958.0,824.0,0.0,2276.0,31.0,40.0,29.0,0.0,100.0,3268.0,54.0
Fire Dept Sta 5,Laurens,3672.0,509.0,1204.0,342.0,0.0,2055.0,135.0,387.0,217.0,0.0,739.0,16.0,15.0,12.0,0.0,43.0,2837.0,77.3
Buckeye,Laurens,1047.0,209.0,127.0,55.0,0.0,391.0,86.0,102.0,133.0,0.0,321.0,4.0,4.0,2.0,0.0,10.0,722.0,69.0
Burch,Laurens,422.0,160.0,45.0,37.0,0.0,242.0,20.0,13.0,34.0,0.0,67.0,6.0,0.0,1.0,0.0,7.0,316.0,74.9
Cadwell,Laurens,749.0,294.0,126.0,50.0,1.0,471.0,33.0,26.0,17.0,0.0,76.0,7.0,0.0,2.0,0.0,9.0,556.0,74.2
Brewton,Laurens,1739.0,462.0,335.0,115.0,1.0,913.0,73.0,97.0,73.0,0.0,243.0,7.0,8.0,1.0,0.0,16.0,1172.0,67.4
Dudley,Laurens,1121.0,351.0,311.0,91.0,0.0,753.0,41.0,60.0,62.0,0.0,163.0,4.0,4.0,3.0,0.0,11.0,927.0,82.7
Hampton Mill,Laurens,1772.0,652.0,369.0,138.0,0.0,1159.0,83.0,44.0,56.0,0.0,183.0,8.0,7.0,1.0,0.0,16.0,1358.0,76.6
Harvard,Laurens,406.0,97.0,40.0,26.0,0.0,163.0,53.0,34.0,30.0,0.0,117.0,4.0,1.0,0.0,0.0,5.0,285.0,70.2
Minter,Laurens,937.0,352.0,182.0,89.0,1.0,624.0,16.0,12.0,16.0,0.0,44.0,3.0,1.0,2.0,0.0,6.0,674.0,71.9
Rural Fire Sta 17,Laurens,2344.0,491.0,517.0,170.0,0.0,1178.0,104.0,148.0,126.0,0.0,378.0,13.0,17.0,6.0,0.0,36.0,1592.0,67.9
W T Adams Fire Sta 18,Laurens,2090.0,381.0,606.0,159.0,0.0,1146.0,98.0,211.0,178.0,1.0,488.0,4.0,10.0,9.0,0.0,23.0,1657.0,79.3
Reedy Springs,Laurens,894.0,387.0,128.0,48.0,0.0,563.0,43.0,39.0,29.0,0.0,111.0,7.0,3.0,1.0,0.0,11.0,685.0,76.6
Smith,Laurens,3374.0,403.0,460.0,169.0,0.0,1032.0,241.0,373.0,261.0,0.0,875.0,18.0,17.0,10.0,0.0,45.0,1952.0,57.9
LCFS 10 Valambrosia,Laurens,2080.0,309.0,409.0,143.0,0.0,861.0,115.0,242.0,174.0,0.0,531.0,6.0,15.0,3.0,0.0,24.0,1416.0,68.1
Rochelle North 1,Wilcox,558.0,24.0,48.0,13.0,0.0,85.0,100.0,95.0,37.0,0.0,232.0,2.0,3.0,0.0,0.0,5.0,322.0,57.7
Abbeville North 2,Wilcox,441.0,37.0,205.0,30.0,0.0,272.0,20.0,57.0,21.0,0.0,98.0,2.0,3.0,2.0,0.0,7.0,377.0,85.5
Pineview 2,Wilcox,630.0,121.0,108.0,33.0,0.0,262.0,80.0,56.0,38.0,0.0,174.0,9.0,0.0,3.0,0.0,12.0,448.0,71.1
Pitts 3,Wilcox,876.0,254.0,233.0,67.0,0.0,554.0,27.0,27.0,21.0,0.0,75.0,2.0,1.0,1.0,0.0,4.0,633.0,72.3
Rochelle South 4,Wilcox,1033.0,175.0,363.0,108.0,0.0,646.0,32.0,43.0,19.0,0.0,94.0,2.0,8.0,4.0,0.0,14.0,754.0,73.0
Abbeville South 5,Wilcox,1123.0,117.0,346.0,87.0,0.0,550.0,19.0,68.0,45.0,0.0,132.0,2.0,10.0,2.0,0.0,14.0,696.0,62.0
Hoboken,Brantley,3394.0,624.0,1295.0,239.0,0.0,2158.0,49.0,73.0,41.0,0.0,163.0,13.0,10.0,4.0,0.0,27.0,2348.0,69.2
Nahunta,Brantley,4208.0,530.0,1683.0,246.0,4.0,2463.0,42.0,151.0,55.0,1.0,249.0,12.0,27.0,4.0,0.0,43.0,2755.0,65.5
Waynesville,Brantley,4286.0,770.0,1240.0,178.0,3.0,2191.0,72.0,110.0,94.0,0.0,276.0,21.0,21.0,4.0,0.0,46.0,2513.0,58.6
Agri-Center,Sumter,2059.0,147.0,619.0,96.0,0.0,862.0,71.0,287.0,192.0,1.0,551.0,6.0,11.0,4.0,0.0,21.0,1434.0,69.6
Airport,Sumter,1767.0,127.0,491.0,115.0,0.0,733.0,83.0,336.0,172.0,0.0,591.0,2.0,9.0,3.0,0.0,14.0,1338.0,75.7
Andersonville,Sumter,434.0,158.0,79.0,22.0,1.0,260.0,34.0,35.0,26.0,0.0,95.0,2.0,1.0,0.0,0.0,3.0,358.0,82.5
Browns Mill,Sumter,929.0,138.0,273.0,48.0,1.0,460.0,43.0,100.0,76.0,0.0,219.0,2.0,3.0,0.0,0.0,5.0,684.0,73.6
Concord,Sumter,376.0,146.0,81.0,20.0,8.0,255.0,8.0,20.0,10.0,0.0,38.0,3.0,0.0,1.0,0.0,4.0,297.0,79.0
GSW Conf Center,Sumter,3044.0,134.0,745.0,225.0,0.0,1104.0,130.0,540.0,261.0,2.0,933.0,11.0,19.0,10.0,0.0,40.0,2077.0,68.2
Leslie,Sumter,1687.0,293.0,392.0,83.0,1.0,769.0,100.0,164.0,136.0,1.0,401.0,5.0,6.0,4.0,0.0,15.0,1185.0,70.2
Plains,Sumter,1061.0,147.0,195.0,51.0,1.0,394.0,119.0,136.0,114.0,0.0,369.0,1.0,5.0,0.0,0.0,6.0,769.0,72.5
Rec Dept,Sumter,2667.0,58.0,198.0,53.0,0.0,309.0,237.0,673.0,471.0,1.0,1382.0,8.0,16.0,2.0,0.0,26.0,1717.0,64.4
Reese Park,Sumter,3064.0,62.0,221.0,89.0,0.0,372.0,233.0,675.0,417.0,0.0,1325.0,7.0,12.0,6.0,0.0,25.0,1722.0,56.2
Thompson,Sumter,712.0,100.0,87.0,38.0,0.0,225.0,64.0,90.0,55.0,1.0,210.0,2.0,4.0,0.0,0.0,6.0,441.0,61.9
South Milledgeville,Baldwin,1259.0,41.0,109.0,32.0,0.0,182.0,87.0,301.0,183.0,0.0,571.0,5.0,5.0,3.0,0.0,13.0,766.0,60.8
City Hall Annex,Baldwin,957.0,42.0,74.0,37.0,0.0,153.0,61.0,142.0,108.0,1.0,312.0,3.0,7.0,8.0,0.0,18.0,483.0,50.5
Boddie,Baldwin,1381.0,39.0,80.0,23.0,0.0,142.0,130.0,238.0,159.0,0.0,527.0,7.0,4.0,3.0,0.0,14.0,683.0,49.5
Courthouse,Baldwin,506.0,27.0,70.0,16.0,0.0,113.0,29.0,76.0,61.0,0.0,166.0,1.0,5.0,2.0,0.0,8.0,287.0,56.7
Fire Dept,Baldwin,1481.0,38.0,143.0,37.0,0.0,218.0,86.0,349.0,246.0,0.0,681.0,11.0,10.0,4.0,0.0,25.0,924.0,62.4
North Milledgeville,Baldwin,2211.0,129.0,527.0,146.0,1.0,803.0,136.0,448.0,237.0,0.0,821.0,8.0,23.0,9.0,0.0,40.0,1664.0,75.3
Meriweather,Baldwin,2832.0,247.0,890.0,222.0,0.0,1359.0,112.0,456.0,221.0,0.0,789.0,16.0,35.0,5.0,0.0,56.0,2204.0,77.8
East Baldwin,Baldwin,3826.0,284.0,1062.0,215.0,0.0,1561.0,177.0,634.0,316.0,0.0,1127.0,13.0,31.0,18.0,0.0,62.0,2750.0,71.9
Scottsboro,Baldwin,1101.0,129.0,230.0,45.0,3.0,407.0,60.0,121.0,90.0,0.0,271.0,7.0,12.0,2.0,0.0,21.0,699.0,63.5
North Baldwin,Baldwin,3515.0,300.0,1332.0,250.0,0.0,1882.0,92.0,412.0,275.0,0.0,779.0,10.0,28.0,10.0,0.0,48.0,2709.0,77.1
West Baldwin,Baldwin,1862.0,174.0,458.0,103.0,0.0,735.0,99.0,291.0,189.0,0.0,579.0,6.0,16.0,2.0,0.0,24.0,1338.0,71.9
East Hardwick,Baldwin,1313.0,47.0,65.0,27.0,0.0,139.0,121.0,206.0,169.0,0.0,496.0,8.0,5.0,6.0,0.0,19.0,654.0,49.8
West Hardwick,Baldwin,2903.0,73.0,264.0,74.0,0.0,411.0,249.0,633.0,475.0,0.0,1357.0,10.0,29.0,12.0,0.0,51.0,1819.0,62.7
Coopers,Baldwin,1574.0,275.0,429.0,64.0,0.0,768.0,61.0,138.0,108.0,0.0,307.0,5.0,13.0,9.0,0.0,27.0,1102.0,70.0
Ideal,Macon,1399.0,126.0,360.0,34.0,0.0,520.0,91.0,224.0,78.0,0.0,393.0,4.0,9.0,3.0,0.0,16.0,929.0,66.4
Oglethorpe,Macon,1294.0,53.0,277.0,17.0,0.0,347.0,83.0,309.0,102.0,0.0,494.0,3.0,10.0,3.0,0.0,16.0,857.0,66.2
Marshallville,Macon,1344.0,96.0,234.0,33.0,0.0,363.0,218.0,188.0,120.0,0.0,526.0,6.0,5.0,1.0,0.0,12.0,901.0,67.0
Montezuma #4,Macon,1597.0,55.0,270.0,33.0,0.0,358.0,124.0,352.0,193.0,0.0,669.0,4.0,10.0,6.0,0.0,20.0,1047.0,65.6
Montezuma #5,Macon,1357.0,18.0,160.0,21.0,0.0,199.0,153.0,322.0,170.0,0.0,645.0,5.0,5.0,5.0,0.0,15.0,859.0,63.3
1A,Effingham,1965.0,377.0,649.0,95.0,1.0,1122.0,67.0,143.0,102.0,0.0,312.0,27.0,17.0,4.0,0.0,48.0,1482.0,75.4
1B,Effingham,3005.0,602.0,919.0,172.0,2.0,1695.0,97.0,141.0,105.0,0.0,343.0,24.0,24.0,15.0,0.0,63.0,2101.0,69.9
1C,Effingham,1446.0,406.0,296.0,64.0,0.0,766.0,85.0,75.0,60.0,0.0,220.0,17.0,1.0,6.0,0.0,24.0,1010.0,69.8
1D,Effingham,2031.0,538.0,560.0,104.0,1.0,1203.0,60.0,69.0,67.0,0.0,196.0,17.0,9.0,7.0,0.0,33.0,1432.0,70.5
2A,Effingham,3038.0,604.0,914.0,194.0,1.0,1713.0,105.0,228.0,151.0,0.0,484.0,30.0,28.0,20.0,0.0,78.0,2275.0,74.9
2B,Effingham,3010.0,521.0,783.0,179.0,1.0,1484.0,123.0,254.0,161.0,1.0,539.0,28.0,24.0,11.0,1.0,64.0,2087.0,69.3
2C,Effingham,4621.0,627.0,1456.0,248.0,3.0,2334.0,164.0,449.0,320.0,1.0,934.0,43.0,42.0,12.0,0.0,97.0,3365.0,72.8
3A,Effingham,1398.0,311.0,423.0,85.0,0.0,819.0,55.0,76.0,47.0,0.0,178.0,12.0,7.0,2.0,0.0,21.0,1018.0,72.8
3B,Effingham,1553.0,257.0,398.0,73.0,0.0,728.0,143.0,147.0,101.0,0.0,391.0,11.0,9.0,5.0,0.0,25.0,1144.0,73.7
3C,Effingham,2060.0,296.0,688.0,109.0,1.0,1094.0,68.0,198.0,61.0,1.0,328.0,7.0,14.0,4.0,0.0,25.0,1447.0,70.2
3D,Effingham,3125.0,427.0,1004.0,135.0,4.0,1570.0,164.0,281.0,154.0,1.0,600.0,21.0,24.0,10.0,0.0,55.0,2225.0,71.2
4A,Effingham,3726.0,463.0,1237.0,208.0,0.0,1908.0,101.0,325.0,166.0,2.0,594.0,29.0,28.0,11.0,0.0,68.0,2570.0,69.0
4B,Effingham,1888.0,226.0,513.0,86.0,0.0,825.0,79.0,188.0,142.0,0.0,409.0,6.0,9.0,9.0,0.0,24.0,1258.0,66.6
4C,Effingham,2837.0,413.0,972.0,175.0,0.0,1560.0,73.0,135.0,122.0,0.0,330.0,27.0,26.0,5.0,0.0,58.0,1948.0,68.7
5A,Effingham,2924.0,406.0,945.0,162.0,1.0,1514.0,107.0,208.0,126.0,2.0,443.0,21.0,20.0,10.0,0.0,51.0,2008.0,68.7
5B,Effingham,3962.0,459.0,1017.0,194.0,1.0,1671.0,215.0,488.0,255.0,0.0,958.0,21.0,29.0,14.0,0.0,64.0,2693.0,68.0
5C,Effingham,1684.0,234.0,499.0,93.0,0.0,826.0,75.0,185.0,107.0,1.0,368.0,11.0,11.0,8.0,0.0,30.0,1224.0,72.7
Ellenwood 1,Clayton,3020.0,20.0,61.0,34.0,0.0,115.0,215.0,1154.0,620.0,5.0,1994.0,11.0,15.0,9.0,0.0,35.0,2144.0,71.0
Ellenwood 2,Clayton,3273.0,32.0,86.0,46.0,0.0,164.0,229.0,1279.0,572.0,4.0,2084.0,8.0,29.0,13.0,0.0,50.0,2298.0,70.2
Forest Park 1,Clayton,3566.0,73.0,136.0,78.0,0.0,287.0,383.0,478.0,330.0,11.0,1202.0,19.0,22.0,17.0,0.0,58.0,1547.0,43.4
Forest Park 2,Clayton,2821.0,80.0,89.0,84.0,2.0,255.0,287.0,544.0,334.0,10.0,1175.0,7.0,11.0,13.0,2.0,33.0,1463.0,51.9
Forest Park 3,Clayton,2845.0,71.0,124.0,57.0,2.0,254.0,240.0,449.0,327.0,19.0,1035.0,9.0,16.0,13.0,1.0,39.0,1328.0,46.7
Forest Park 4,Clayton,1783.0,74.0,179.0,71.0,2.0,326.0,160.0,337.0,152.0,0.0,649.0,4.0,12.0,12.0,0.0,28.0,1003.0,56.3
Forest Park 5,Clayton,3924.0,81.0,175.0,100.0,0.0,356.0,391.0,713.0,357.0,20.0,1481.0,13.0,20.0,6.0,0.0,39.0,1876.0,47.8
Forest Park 6,Clayton,1463.0,45.0,174.0,73.0,1.0,293.0,109.0,286.0,110.0,4.0,509.0,4.0,12.0,3.0,0.0,19.0,821.0,56.1
Jonesboro 1,Clayton,3244.0,33.0,64.0,52.0,0.0,149.0,268.0,931.0,570.0,6.0,1775.0,9.0,20.0,11.0,0.0,40.0,1964.0,60.5
Jonesboro 2,Clayton,4345.0,38.0,77.0,49.0,3.0,167.0,367.0,1255.0,699.0,10.0,2331.0,14.0,17.0,16.0,0.0,47.0,2545.0,58.6
Jonesboro 3,Clayton,4107.0,81.0,230.0,120.0,1.0,432.0,269.0,1145.0,724.0,7.0,2145.0,6.0,20.0,21.0,0.0,47.0,2624.0,63.9
Jonesboro 4,Clayton,2574.0,51.0,97.0,62.0,0.0,210.0,199.0,486.0,244.0,5.0,934.0,12.0,17.0,12.0,1.0,42.0,1186.0,46.1
Jonesboro 5,Clayton,2064.0,71.0,143.0,68.0,0.0,282.0,222.0,503.0,284.0,1.0,1010.0,7.0,14.0,5.0,0.0,26.0,1318.0,63.9
Jonesboro 6,Clayton,2574.0,120.0,504.0,257.0,1.0,882.0,103.0,499.0,465.0,2.0,1069.0,7.0,11.0,13.0,0.0,31.0,1982.0,77.0
Jonesboro 7,Clayton,3174.0,46.0,205.0,125.0,0.0,376.0,266.0,863.0,452.0,5.0,1586.0,9.0,14.0,11.0,1.0,35.0,1997.0,62.9
Jonesboro 8,Clayton,3947.0,48.0,90.0,26.0,0.0,164.0,399.0,970.0,351.0,4.0,1724.0,11.0,19.0,13.0,0.0,43.0,1931.0,48.9
Jonesboro 9,Clayton,1759.0,43.0,43.0,44.0,0.0,130.0,134.0,296.0,178.0,6.0,614.0,6.0,16.0,4.0,0.0,26.0,770.0,43.8
Jonesboro 10,Clayton,3398.0,48.0,79.0,56.0,1.0,184.0,329.0,676.0,381.0,5.0,1391.0,11.0,12.0,13.0,0.0,36.0,1611.0,47.4
Jonesboro 11,Clayton,3863.0,80.0,272.0,149.0,2.0,503.0,250.0,1094.0,674.0,4.0,2022.0,10.0,29.0,19.0,0.0,58.0,2583.0,66.9
Jonesboro 12,Clayton,3067.0,28.0,56.0,35.0,0.0,119.0,303.0,827.0,406.0,17.0,1553.0,11.0,15.0,7.0,0.0,33.0,1705.0,55.6
Jonesboro 13,Clayton,2140.0,74.0,88.0,37.0,0.0,199.0,206.0,651.0,347.0,4.0,1208.0,5.0,9.0,8.0,0.0,22.0,1429.0,66.8
Jonesboro 14,Clayton,4116.0,107.0,423.0,287.0,1.0,818.0,240.0,1163.0,696.0,3.0,2102.0,8.0,25.0,19.0,1.0,53.0,2973.0,72.2
Jonesboro 15,Clayton,2872.0,22.0,67.0,45.0,0.0,134.0,240.0,637.0,231.0,8.0,1116.0,11.0,25.0,5.0,1.0,42.0,1292.0,45.0
Jonesboro 16,Clayton,2560.0,49.0,71.0,60.0,0.0,180.0,278.0,527.0,307.0,5.0,1117.0,20.0,9.0,8.0,0.0,37.0,1334.0,52.1
Jonesboro 17,Clayton,3359.0,35.0,63.0,40.0,0.0,138.0,287.0,758.0,465.0,10.0,1520.0,15.0,21.0,11.0,0.0,47.0,1705.0,50.8
Jonesboro 18,Clayton,3301.0,38.0,133.0,66.0,0.0,237.0,321.0,865.0,398.0,6.0,1590.0,12.0,19.0,9.0,0.0,40.0,1867.0,56.6
Jonesboro 19,Clayton,3299.0,31.0,87.0,48.0,0.0,166.0,285.0,876.0,482.0,12.0,1655.0,9.0,18.0,11.0,0.0,38.0,1859.0,56.4
Lake City,Clayton,3217.0,35.0,133.0,50.0,1.0,219.0,257.0,785.0,347.0,9.0,1398.0,18.0,21.0,11.0,0.0,50.0,1667.0,51.8
Lovejoy 1,Clayton,4061.0,66.0,187.0,81.0,0.0,334.0,302.0,1319.0,591.0,2.0,2214.0,13.0,24.0,15.0,0.0,52.0,2600.0,64.0
Lovejoy 2,Clayton,3611.0,43.0,138.0,60.0,1.0,242.0,226.0,1062.0,439.0,8.0,1735.0,13.0,35.0,13.0,0.0,61.0,2038.0,56.4
Lovejoy 3,Clayton,1666.0,21.0,103.0,76.0,0.0,200.0,107.0,589.0,322.0,3.0,1021.0,10.0,11.0,11.0,0.0,32.0,1253.0,75.2
Lovejoy 4,Clayton,4149.0,41.0,147.0,60.0,0.0,248.0,268.0,1504.0,606.0,4.0,2382.0,11.0,23.0,10.0,0.0,44.0,2674.0,64.4
Lovejoy 5,Clayton,3451.0,30.0,85.0,47.0,0.0,162.0,288.0,1006.0,466.0,16.0,1776.0,10.0,16.0,14.0,0.0,40.0,1978.0,57.3
Lovejoy 6,Clayton,3708.0,36.0,120.0,72.0,2.0,230.0,270.0,1207.0,559.0,8.0,2044.0,9.0,26.0,13.0,0.0,48.0,2322.0,62.6
Lovejoy 7,Clayton,2779.0,58.0,146.0,29.0,2.0,235.0,222.0,746.0,209.0,5.0,1182.0,10.0,20.0,6.0,0.0,36.0,1453.0,52.3
Morrow 1,Clayton,3328.0,53.0,68.0,49.0,1.0,171.0,383.0,729.0,341.0,1.0,1454.0,17.0,17.0,10.0,1.0,45.0,1670.0,50.2
Morrow 2,Clayton,2081.0,63.0,266.0,90.0,1.0,420.0,120.0,444.0,233.0,2.0,799.0,8.0,20.0,7.0,0.0,35.0,1254.0,60.3
Morrow 3,Clayton,2407.0,56.0,210.0,102.0,1.0,369.0,153.0,567.0,315.0,3.0,1038.0,12.0,20.0,14.0,1.0,47.0,1454.0,60.4
Morrow 4,Clayton,2112.0,52.0,130.0,63.0,0.0,245.0,179.0,446.0,252.0,2.0,879.0,7.0,13.0,5.0,0.0,25.0,1149.0,54.4
Morrow 5,Clayton,3056.0,40.0,109.0,78.0,0.0,227.0,265.0,1054.0,555.0,3.0,1877.0,14.0,25.0,10.0,0.0,49.0,2153.0,70.5
Morrow 6,Clayton,3030.0,61.0,163.0,98.0,0.0,322.0,272.0,888.0,389.0,5.0,1554.0,17.0,16.0,15.0,0.0,48.0,1924.0,63.5
