Precinct,County,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,calc_participation
Harrison,Washington,1005.0,218.0,219.0,55.0,2.0,494.0,85.0,71.0,96.0,0.0,252.0,6.0,1.0,2.0,0.0,9.0,755.0,75.1
Davisboro,Washington,814.0,144.0,160.0,50.0,0.0,354.0,109.0,61.0,84.0,0.0,254.0,0.0,1.0,1.0,0.0,2.0,610.0,74.9
Sandersville,Washington,6221.0,314.0,1265.0,362.0,1.0,1942.0,416.0,1059.0,1011.0,0.0,2486.0,7.0,19.0,9.0,0.0,35.0,4463.0,71.7
Deepstep,Washington,554.0,198.0,86.0,27.0,1.0,312.0,24.0,31.0,56.0,0.0,111.0,4.0,0.0,0.0,0.0,4.0,427.0,77.1
101,Richmond,896.0,115.0,120.0,58.0,1.0,294.0,69.0,150.0,134.0,2.0,355.0,4.0,3.0,1.0,0.0,8.0,657.0,73.3
102,Richmond,1278.0,56.0,62.0,42.0,0.0,160.0,128.0,168.0,184.0,3.0,483.0,4.0,2.0,2.0,0.0,8.0,651.0,50.9
103,Richmond,1428.0,6.0,15.0,5.0,0.0,26.0,160.0,302.0,288.0,2.0,752.0,1.0,1.0,0.0,0.0,2.0,780.0,54.6
104,Richmond,2976.0,25.0,51.0,33.0,0.0,109.0,427.0,529.0,578.0,6.0,1540.0,10.0,3.0,4.0,0.0,17.0,1666.0,56.0
105,Richmond,832.0,7.0,17.0,10.0,0.0,34.0,114.0,225.0,171.0,1.0,511.0,1.0,2.0,2.0,0.0,5.0,550.0,66.1
106,Richmond,1182.0,43.0,50.0,32.0,0.0,125.0,143.0,109.0,130.0,2.0,384.0,3.0,3.0,3.0,0.0,9.0,518.0,43.8
107,Richmond,1800.0,184.0,255.0,139.0,0.0,578.0,131.0,262.0,303.0,1.0,697.0,5.0,9.0,6.0,0.0,20.0,1295.0,71.9
108,Richmond,517.0,17.0,14.0,9.0,0.0,40.0,59.0,109.0,119.0,0.0,287.0,2.0,3.0,2.0,0.0,7.0,334.0,64.6
109,Richmond,1052.0,29.0,43.0,26.0,0.0,98.0,99.0,241.0,174.0,1.0,515.0,6.0,5.0,7.0,0.0,18.0,631.0,60.0
111,Richmond,1578.0,56.0,80.0,48.0,0.0,184.0,168.0,259.0,276.0,1.0,704.0,3.0,1.0,4.0,0.0,8.0,896.0,56.8
112,Richmond,882.0,22.0,83.0,97.0,0.0,202.0,44.0,129.0,161.0,2.0,336.0,1.0,3.0,2.0,0.0,6.0,544.0,61.7
114,Richmond,856.0,21.0,18.0,17.0,0.0,56.0,112.0,137.0,135.0,1.0,385.0,0.0,0.0,2.0,0.0,2.0,443.0,51.8
201,Richmond,581.0,16.0,8.0,9.0,1.0,34.0,246.0,273.0,226.0,4.0,749.0,5.0,4.0,1.0,0.0,10.0,793.0,136.5
115,Richmond,1332.0,43.0,41.0,24.0,0.0,108.0,42.0,46.0,58.0,0.0,146.0,6.0,2.0,0.0,0.0,8.0,262.0,19.7
202,Richmond,4492.0,217.0,290.0,220.0,0.0,727.0,499.0,741.0,541.0,9.0,1790.0,13.0,14.0,5.0,0.0,32.0,2549.0,56.7
203,Richmond,991.0,4.0,5.0,2.0,0.0,11.0,140.0,179.0,204.0,3.0,526.0,5.0,0.0,1.0,0.0,6.0,543.0,54.8
204,Richmond,1578.0,176.0,209.0,124.0,1.0,510.0,122.0,248.0,192.0,1.0,563.0,8.0,7.0,12.0,1.0,28.0,1101.0,69.8
207,Richmond,2705.0,52.0,52.0,46.0,1.0,151.0,358.0,448.0,408.0,7.0,1221.0,6.0,2.0,3.0,0.0,11.0,1383.0,51.1
208,Richmond,2651.0,82.0,98.0,60.0,1.0,241.0,307.0,489.0,393.0,3.0,1192.0,8.0,3.0,5.0,0.0,16.0,1449.0,54.7
210,Richmond,1507.0,44.0,65.0,39.0,1.0,149.0,152.0,317.0,351.0,3.0,823.0,2.0,0.0,6.0,0.0,8.0,980.0,65.0
301,Richmond,2409.0,323.0,562.0,268.0,1.0,1154.0,136.0,315.0,309.0,1.0,761.0,11.0,9.0,10.0,0.0,30.0,1945.0,80.7
302,Richmond,1032.0,31.0,66.0,38.0,0.0,135.0,137.0,211.0,122.0,0.0,470.0,2.0,2.0,4.0,0.0,8.0,613.0,59.4
303,Richmond,1417.0,160.0,439.0,179.0,1.0,779.0,32.0,161.0,166.0,0.0,359.0,11.0,7.0,2.0,0.0,20.0,1158.0,81.7
304,Richmond,365.0,56.0,62.0,40.0,0.0,158.0,14.0,50.0,48.0,0.0,112.0,0.0,3.0,2.0,0.0,5.0,275.0,75.3
305,Richmond,428.0,44.0,153.0,78.0,1.0,276.0,10.0,44.0,47.0,0.0,101.0,0.0,4.0,1.0,0.0,5.0,382.0,89.3
306,Richmond,3934.0,221.0,378.0,268.0,0.0,867.0,271.0,833.0,574.0,3.0,1681.0,16.0,16.0,11.0,0.0,43.0,2591.0,65.9
307,Richmond,1642.0,176.0,360.0,166.0,0.0,702.0,65.0,188.0,219.0,0.0,472.0,7.0,7.0,11.0,0.0,25.0,1199.0,73.0
308,Richmond,622.0,42.0,69.0,41.0,0.0,152.0,48.0,107.0,79.0,1.0,235.0,5.0,2.0,1.0,0.0,8.0,395.0,63.5
309,Richmond,3340.0,91.0,135.0,80.0,1.0,307.0,296.0,1097.0,740.0,2.0,2135.0,10.0,9.0,7.0,0.0,26.0,2468.0,73.9
310,Richmond,5163.0,242.0,379.0,179.0,1.0,801.0,393.0,1363.0,976.0,4.0,2736.0,20.0,20.0,13.0,0.0,53.0,3590.0,69.5
401,Richmond,2093.0,29.0,44.0,21.0,0.0,94.0,232.0,701.0,491.0,0.0,1424.0,1.0,3.0,5.0,0.0,9.0,1527.0,73.0
402,Richmond,3311.0,72.0,67.0,50.0,0.0,189.0,419.0,531.0,541.0,4.0,1495.0,10.0,13.0,11.0,0.0,34.0,1718.0,51.9
404,Richmond,1748.0,39.0,52.0,50.0,1.0,142.0,229.0,459.0,339.0,3.0,1030.0,6.0,2.0,2.0,0.0,10.0,1182.0,67.6
405,Richmond,4424.0,56.0,118.0,90.0,0.0,264.0,341.0,1462.0,1109.0,5.0,2917.0,2.0,9.0,9.0,0.0,20.0,3201.0,72.4
406,Richmond,3221.0,58.0,82.0,64.0,1.0,205.0,319.0,1007.0,800.0,4.0,2130.0,9.0,10.0,4.0,0.0,23.0,2358.0,73.2
501,Richmond,3549.0,65.0,100.0,104.0,0.0,269.0,368.0,737.0,752.0,4.0,1861.0,4.0,5.0,2.0,0.0,11.0,2141.0,60.3
502,Richmond,4138.0,87.0,96.0,66.0,0.0,249.0,458.0,958.0,872.0,8.0,2296.0,16.0,4.0,6.0,0.0,26.0,2571.0,62.1
503,Richmond,4021.0,93.0,185.0,84.0,1.0,363.0,373.0,903.0,781.0,4.0,2061.0,7.0,13.0,7.0,0.0,27.0,2451.0,61.0
504,Richmond,2339.0,142.0,107.0,85.0,2.0,336.0,246.0,366.0,293.0,4.0,909.0,8.0,7.0,5.0,0.0,20.0,1265.0,54.1
506,Richmond,416.0,14.0,44.0,11.0,0.0,69.0,39.0,77.0,43.0,3.0,162.0,0.0,1.0,0.0,0.0,1.0,232.0,55.8
507,Richmond,968.0,41.0,67.0,39.0,0.0,147.0,139.0,208.0,139.0,1.0,487.0,5.0,5.0,2.0,0.0,12.0,646.0,66.7
509,Richmond,2172.0,55.0,84.0,57.0,1.0,197.0,200.0,609.0,435.0,4.0,1248.0,5.0,2.0,2.0,0.0,9.0,1454.0,66.9
601,Richmond,3988.0,157.0,258.0,104.0,4.0,523.0,330.0,795.0,555.0,13.0,1693.0,11.0,12.0,12.0,0.0,35.0,2251.0,56.4
603,Richmond,3570.0,392.0,390.0,256.0,0.0,1038.0,298.0,470.0,411.0,2.0,1181.0,12.0,12.0,8.0,0.0,32.0,2251.0,63.1
604,Richmond,1811.0,163.0,83.0,67.0,0.0,313.0,185.0,311.0,228.0,0.0,724.0,4.0,1.0,7.0,0.0,12.0,1049.0,57.9
605,Richmond,3880.0,235.0,318.0,202.0,0.0,755.0,312.0,644.0,549.0,3.0,1508.0,16.0,6.0,9.0,0.0,31.0,2294.0,59.1
607,Richmond,1812.0,23.0,36.0,21.0,0.0,80.0,190.0,536.0,417.0,2.0,1145.0,3.0,3.0,4.0,0.0,10.0,1235.0,68.2
608,Richmond,1472.0,245.0,236.0,109.0,0.0,590.0,90.0,179.0,150.0,1.0,420.0,6.0,8.0,5.0,0.0,19.0,1029.0,69.9
701,Richmond,2403.0,303.0,546.0,238.0,0.0,1087.0,109.0,279.0,320.0,2.0,710.0,10.0,13.0,9.0,0.0,32.0,1829.0,76.1
702,Richmond,1943.0,290.0,406.0,156.0,0.0,852.0,112.0,218.0,200.0,0.0,530.0,14.0,13.0,4.0,0.0,31.0,1413.0,72.7
703,Richmond,4644.0,364.0,576.0,249.0,0.0,1189.0,343.0,780.0,517.0,7.0,1647.0,20.0,13.0,14.0,0.0,47.0,2883.0,62.1
705,Richmond,2276.0,208.0,436.0,282.0,2.0,928.0,126.0,324.0,281.0,1.0,732.0,4.0,5.0,9.0,0.0,18.0,1678.0,73.7
706,Richmond,3315.0,251.0,863.0,337.0,0.0,1451.0,111.0,449.0,410.0,2.0,972.0,16.0,24.0,9.0,0.0,49.0,2472.0,74.6
707,Richmond,2122.0,165.0,245.0,95.0,1.0,506.0,208.0,419.0,229.0,2.0,858.0,7.0,5.0,2.0,0.0,14.0,1378.0,64.9
708,Richmond,305.0,19.0,110.0,31.0,1.0,161.0,9.0,43.0,21.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,234.0,76.7
709,Richmond,576.0,44.0,101.0,49.0,0.0,194.0,31.0,90.0,90.0,0.0,211.0,2.0,0.0,5.0,0.0,7.0,412.0,71.5
801,Richmond,523.0,162.0,47.0,38.0,1.0,248.0,41.0,26.0,47.0,0.0,114.0,0.0,0.0,1.0,0.0,1.0,363.0,69.4
801B,Richmond,523.0,198.0,32.0,46.0,0.0,276.0,39.0,13.0,40.0,0.0,92.0,0.0,1.0,0.0,0.0,1.0,369.0,70.6
802,Richmond,3251.0,712.0,420.0,208.0,4.0,1344.0,156.0,251.0,320.0,2.0,729.0,14.0,5.0,5.0,0.0,24.0,2097.0,64.5
803,Richmond,252.0,9.0,21.0,2.0,0.0,32.0,22.0,27.0,27.0,1.0,77.0,2.0,0.0,0.0,0.0,2.0,111.0,44.0
804,Richmond,2096.0,196.0,274.0,96.0,1.0,567.0,144.0,398.0,266.0,0.0,808.0,5.0,1.0,3.0,0.0,9.0,1384.0,66.0
804H,Richmond,2863.0,373.0,428.0,198.0,2.0,1001.0,175.0,384.0,339.0,2.0,900.0,11.0,5.0,10.0,1.0,27.0,1928.0,67.3
805,Richmond,798.0,63.0,81.0,22.0,0.0,166.0,69.0,191.0,118.0,1.0,379.0,0.0,0.0,3.0,0.0,3.0,548.0,68.7
806,Richmond,1212.0,215.0,200.0,80.0,0.0,495.0,73.0,140.0,115.0,1.0,329.0,2.0,1.0,6.0,0.0,9.0,833.0,68.7
807,Richmond,1578.0,81.0,102.0,49.0,0.0,232.0,130.0,318.0,249.0,1.0,698.0,4.0,4.0,3.0,0.0,11.0,941.0,59.6
808,Richmond,2366.0,299.0,379.0,165.0,0.0,843.0,164.0,369.0,298.0,1.0,832.0,13.0,5.0,6.0,0.0,24.0,1699.0,71.8
809,Richmond,879.0,12.0,22.0,11.0,0.0,45.0,79.0,311.0,194.0,2.0,586.0,0.0,1.0,3.0,0.0,4.0,635.0,72.2
810,Richmond,425.0,53.0,96.0,24.0,0.0,173.0,12.0,67.0,56.0,0.0,135.0,4.0,1.0,0.0,0.0,5.0,313.0,73.6
FBC-FLC,Laurens,4180.0,336.0,1127.0,449.0,0.0,1912.0,178.0,565.0,398.0,1.0,1142.0,12.0,13.0,8.0,0.0,33.0,3087.0,73.9
Calhoun Park,Laurens,6053.0,181.0,457.0,211.0,0.0,849.0,543.0,1028.0,876.0,0.0,2447.0,8.0,11.0,8.0,0.0,27.0,3323.0,54.9
Fire Dept Sta 5,Laurens,3672.0,527.0,1203.0,360.0,0.0,2090.0,126.0,398.0,232.0,0.0,756.0,6.0,8.0,3.0,0.0,17.0,2863.0,78.0
Buckeye,Laurens,1047.0,214.0,124.0,59.0,0.0,397.0,86.0,110.0,132.0,1.0,329.0,3.0,1.0,2.0,0.0,6.0,732.0,69.9
Burch,Laurens,422.0,163.0,45.0,41.0,0.0,249.0,21.0,13.0,35.0,0.0,69.0,2.0,0.0,0.0,0.0,2.0,320.0,75.8
Cadwell,Laurens,749.0,305.0,123.0,50.0,1.0,479.0,30.0,29.0,19.0,0.0,78.0,2.0,0.0,0.0,0.0,2.0,559.0,74.6
Brewton,Laurens,1739.0,466.0,343.0,116.0,1.0,926.0,77.0,93.0,74.0,0.0,244.0,1.0,6.0,1.0,0.0,8.0,1178.0,67.7
Dudley,Laurens,1121.0,355.0,313.0,93.0,0.0,761.0,42.0,61.0,66.0,0.0,169.0,0.0,0.0,1.0,0.0,1.0,931.0,83.1
Hampton Mill,Laurens,1772.0,657.0,369.0,141.0,0.0,1167.0,84.0,48.0,56.0,0.0,188.0,5.0,3.0,0.0,0.0,8.0,1363.0,76.9
Harvard,Laurens,406.0,98.0,39.0,24.0,0.0,161.0,55.0,36.0,33.0,0.0,124.0,1.0,0.0,0.0,0.0,1.0,286.0,70.4
Minter,Laurens,937.0,355.0,185.0,91.0,1.0,632.0,16.0,11.0,17.0,0.0,44.0,4.0,1.0,2.0,0.0,7.0,683.0,72.9
Rural Fire Sta 17,Laurens,2344.0,497.0,527.0,175.0,0.0,1199.0,111.0,155.0,132.0,0.0,398.0,6.0,5.0,2.0,0.0,13.0,1610.0,68.7
W T Adams Fire Sta 18,Laurens,2090.0,386.0,611.0,168.0,0.0,1165.0,99.0,223.0,180.0,1.0,503.0,5.0,2.0,5.0,0.0,12.0,1680.0,80.4
Reedy Springs,Laurens,894.0,400.0,134.0,49.0,0.0,583.0,39.0,34.0,31.0,0.0,104.0,2.0,3.0,0.0,0.0,5.0,692.0,77.4
Smith,Laurens,3374.0,406.0,464.0,170.0,0.0,1040.0,259.0,395.0,277.0,0.0,931.0,4.0,6.0,6.0,0.0,16.0,1987.0,58.9
LCFS 10 Valambrosia,Laurens,2080.0,314.0,415.0,154.0,0.0,883.0,118.0,252.0,177.0,0.0,547.0,1.0,4.0,0.0,0.0,5.0,1435.0,69.0
Rochelle North 1,Wilcox,558.0,29.0,47.0,16.0,0.0,92.0,98.0,98.0,39.0,0.0,235.0,2.0,1.0,0.0,0.0,3.0,330.0,59.1
Abbeville North 2,Wilcox,441.0,40.0,206.0,26.0,0.0,272.0,20.0,62.0,27.0,0.0,109.0,0.0,2.0,0.0,0.0,2.0,383.0,86.8
Pineview 2,Wilcox,630.0,121.0,110.0,33.0,0.0,264.0,92.0,55.0,47.0,0.0,194.0,2.0,0.0,0.0,0.0,2.0,460.0,73.0
Pitts 3,Wilcox,876.0,258.0,234.0,71.0,0.0,563.0,24.0,27.0,25.0,0.0,76.0,1.0,0.0,0.0,0.0,1.0,640.0,73.1
Rochelle South 4,Wilcox,1033.0,178.0,369.0,111.0,0.0,658.0,30.0,46.0,23.0,0.0,99.0,2.0,1.0,2.0,0.0,5.0,762.0,73.8
Abbeville South 5,Wilcox,1123.0,117.0,351.0,86.0,0.0,554.0,21.0,77.0,51.0,0.0,149.0,1.0,2.0,0.0,0.0,3.0,706.0,62.9
Hoboken,Brantley,3394.0,642.0,1326.0,242.0,0.0,2210.0,46.0,71.0,47.0,0.0,164.0,6.0,6.0,5.0,0.0,17.0,2391.0,70.4
Nahunta,Brantley,4208.0,553.0,1709.0,256.0,4.0,2522.0,41.0,164.0,62.0,1.0,268.0,8.0,8.0,1.0,0.0,17.0,2807.0,66.7
Waynesville,Brantley,4286.0,797.0,1272.0,187.0,3.0,2259.0,58.0,114.0,95.0,0.0,267.0,10.0,7.0,5.0,0.0,22.0,2548.0,59.4
Agri-Center,Sumter,2059.0,149.0,618.0,95.0,0.0,862.0,73.0,299.0,204.0,1.0,577.0,4.0,8.0,2.0,0.0,14.0,1453.0,70.6
Airport,Sumter,1767.0,130.0,486.0,112.0,0.0,728.0,85.0,343.0,186.0,0.0,614.0,0.0,4.0,2.0,0.0,6.0,1348.0,76.3
Andersonville,Sumter,434.0,162.0,82.0,23.0,1.0,268.0,28.0,31.0,28.0,0.0,87.0,4.0,2.0,0.0,0.0,6.0,361.0,83.2
Browns Mill,Sumter,929.0,138.0,276.0,50.0,1.0,465.0,44.0,101.0,74.0,0.0,219.0,0.0,2.0,0.0,0.0,2.0,686.0,73.8
Concord,Sumter,376.0,148.0,79.0,24.0,9.0,260.0,10.0,22.0,9.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,301.0,80.1
GSW Conf Center,Sumter,3044.0,134.0,736.0,221.0,0.0,1091.0,133.0,558.0,282.0,2.0,975.0,6.0,15.0,5.0,0.0,26.0,2092.0,68.7
Leslie,Sumter,1687.0,298.0,395.0,76.0,1.0,770.0,98.0,172.0,145.0,1.0,416.0,2.0,3.0,4.0,0.0,9.0,1195.0,70.8
Plains,Sumter,1061.0,143.0,200.0,53.0,1.0,397.0,126.0,136.0,117.0,0.0,379.0,2.0,3.0,0.0,0.0,5.0,781.0,73.6
Rec Dept,Sumter,2667.0,56.0,178.0,62.0,0.0,296.0,245.0,710.0,481.0,1.0,1437.0,2.0,8.0,4.0,0.0,14.0,1747.0,65.5
Reese Park,Sumter,3064.0,63.0,222.0,83.0,0.0,368.0,234.0,686.0,437.0,0.0,1357.0,3.0,8.0,1.0,0.0,12.0,1737.0,56.7
Thompson,Sumter,712.0,103.0,86.0,38.0,0.0,227.0,63.0,92.0,60.0,1.0,216.0,3.0,3.0,0.0,0.0,6.0,449.0,63.1
South Milledgeville,Baldwin,1259.0,36.0,108.0,35.0,0.0,179.0,91.0,306.0,186.0,0.0,583.0,6.0,1.0,2.0,0.0,9.0,771.0,61.2
City Hall Annex,Baldwin,957.0,40.0,72.0,41.0,0.0,153.0,63.0,150.0,117.0,1.0,331.0,3.0,2.0,1.0,0.0,6.0,490.0,51.2
Boddie,Baldwin,1381.0,36.0,77.0,21.0,0.0,134.0,131.0,247.0,169.0,0.0,547.0,5.0,1.0,0.0,0.0,6.0,687.0,49.7
Courthouse,Baldwin,506.0,29.0,70.0,14.0,0.0,113.0,27.0,75.0,67.0,0.0,169.0,1.0,4.0,1.0,0.0,6.0,288.0,56.9
Fire Dept,Baldwin,1481.0,41.0,140.0,31.0,0.0,212.0,92.0,365.0,254.0,0.0,711.0,3.0,1.0,6.0,0.0,10.0,933.0,63.0
North Milledgeville,Baldwin,2211.0,128.0,519.0,145.0,1.0,793.0,136.0,468.0,255.0,0.0,859.0,6.0,11.0,5.0,0.0,22.0,1674.0,75.7
Meriweather,Baldwin,2832.0,257.0,892.0,217.0,0.0,1366.0,114.0,479.0,238.0,0.0,831.0,6.0,17.0,3.0,0.0,26.0,2223.0,78.5
East Baldwin,Baldwin,3826.0,292.0,1074.0,215.0,0.0,1581.0,175.0,651.0,333.0,0.0,1159.0,7.0,12.0,9.0,0.0,28.0,2768.0,72.3
Scottsboro,Baldwin,1101.0,135.0,238.0,50.0,3.0,426.0,60.0,120.0,95.0,0.0,275.0,1.0,7.0,0.0,0.0,8.0,709.0,64.4
North Baldwin,Baldwin,3515.0,311.0,1324.0,256.0,0.0,1891.0,89.0,431.0,290.0,0.0,810.0,5.0,19.0,0.0,0.0,24.0,2725.0,77.5
West Baldwin,Baldwin,1862.0,170.0,461.0,100.0,0.0,731.0,108.0,298.0,198.0,0.0,604.0,5.0,12.0,2.0,0.0,19.0,1354.0,72.7
East Hardwick,Baldwin,1313.0,46.0,69.0,25.0,0.0,140.0,124.0,213.0,183.0,0.0,520.0,6.0,3.0,3.0,0.0,12.0,672.0,51.2
West Hardwick,Baldwin,2903.0,68.0,260.0,72.0,0.0,400.0,261.0,660.0,500.0,0.0,1421.0,6.0,11.0,5.0,0.0,22.0,1843.0,63.5
Coopers,Baldwin,1574.0,284.0,432.0,68.0,0.0,784.0,56.0,149.0,115.0,0.0,320.0,3.0,6.0,1.0,0.0,10.0,1114.0,70.8
Ideal,Macon,1399.0,130.0,371.0,34.0,0.0,535.0,94.0,230.0,85.0,0.0,409.0,3.0,3.0,0.0,0.0,6.0,950.0,67.9
Oglethorpe,Macon,1294.0,55.0,279.0,19.0,0.0,353.0,82.0,320.0,109.0,0.0,511.0,2.0,2.0,0.0,0.0,4.0,868.0,67.1
Marshallville,Macon,1344.0,99.0,229.0,32.0,0.0,360.0,223.0,200.0,121.0,0.0,544.0,3.0,1.0,1.0,0.0,5.0,909.0,67.6
Montezuma #4,Macon,1597.0,47.0,264.0,33.0,0.0,344.0,134.0,373.0,206.0,0.0,713.0,2.0,3.0,1.0,0.0,6.0,1063.0,66.6
Montezuma #5,Macon,1357.0,17.0,153.0,21.0,0.0,191.0,159.0,336.0,185.0,0.0,680.0,0.0,1.0,0.0,0.0,1.0,872.0,64.3
1A,Effingham,1965.0,401.0,660.0,106.0,1.0,1168.0,64.0,146.0,107.0,0.0,317.0,6.0,5.0,1.0,0.0,12.0,1497.0,76.2
1B,Effingham,3005.0,624.0,941.0,186.0,2.0,1753.0,96.0,140.0,114.0,0.0,350.0,13.0,9.0,5.0,0.0,27.0,2130.0,70.9
1C,Effingham,1446.0,413.0,300.0,69.0,0.0,782.0,80.0,69.0,61.0,0.0,210.0,18.0,5.0,0.0,0.0,23.0,1015.0,70.2
1D,Effingham,2031.0,545.0,570.0,114.0,1.0,1230.0,56.0,72.0,74.0,0.0,202.0,14.0,2.0,4.0,0.0,20.0,1452.0,71.5
2A,Effingham,3038.0,599.0,919.0,204.0,1.0,1723.0,116.0,238.0,156.0,0.0,510.0,25.0,17.0,14.0,0.0,56.0,2289.0,75.3
2B,Effingham,3010.0,542.0,787.0,192.0,1.0,1522.0,116.0,259.0,172.0,2.0,549.0,15.0,14.0,6.0,0.0,35.0,2106.0,70.0
2C,Effingham,4621.0,637.0,1491.0,287.0,3.0,2418.0,172.0,448.0,310.0,1.0,931.0,23.0,17.0,7.0,0.0,47.0,3396.0,73.5
3A,Effingham,1398.0,324.0,428.0,88.0,0.0,840.0,53.0,80.0,51.0,0.0,184.0,5.0,2.0,1.0,0.0,8.0,1032.0,73.8
3B,Effingham,1553.0,257.0,394.0,71.0,0.0,722.0,144.0,156.0,114.0,0.0,414.0,9.0,4.0,3.0,0.0,16.0,1152.0,74.2
3C,Effingham,2060.0,295.0,699.0,114.0,1.0,1109.0,71.0,200.0,62.0,1.0,334.0,7.0,6.0,4.0,0.0,17.0,1460.0,70.9
3D,Effingham,3125.0,442.0,1019.0,140.0,5.0,1606.0,161.0,284.0,162.0,1.0,608.0,14.0,11.0,5.0,0.0,30.0,2244.0,71.8
4A,Effingham,3726.0,473.0,1253.0,207.0,0.0,1933.0,95.0,327.0,172.0,2.0,596.0,25.0,22.0,9.0,0.0,56.0,2585.0,69.4
4B,Effingham,1888.0,234.0,523.0,90.0,0.0,847.0,74.0,187.0,158.0,0.0,419.0,4.0,3.0,2.0,0.0,9.0,1275.0,67.5
4C,Effingham,2837.0,429.0,991.0,182.0,0.0,1602.0,68.0,126.0,119.0,0.0,313.0,18.0,19.0,10.0,0.0,47.0,1962.0,69.2
5A,Effingham,2924.0,421.0,955.0,174.0,1.0,1551.0,100.0,216.0,127.0,2.0,445.0,18.0,7.0,7.0,0.0,32.0,2028.0,69.4
5B,Effingham,3962.0,475.0,1036.0,196.0,0.0,1707.0,211.0,488.0,270.0,1.0,970.0,11.0,17.0,8.0,0.0,36.0,2713.0,68.5
5C,Effingham,1684.0,239.0,505.0,100.0,1.0,845.0,75.0,187.0,104.0,2.0,368.0,8.0,7.0,6.0,0.0,21.0,1234.0,73.3
Ellenwood 1,Clayton,3020.0,24.0,62.0,34.0,0.0,120.0,217.0,1161.0,655.0,5.0,2038.0,4.0,6.0,4.0,0.0,14.0,2172.0,71.9
Ellenwood 2,Clayton,3273.0,34.0,84.0,49.0,1.0,168.0,227.0,1307.0,599.0,2.0,2135.0,8.0,9.0,4.0,0.0,21.0,2324.0,71.0
Forest Park 1,Clayton,3566.0,85.0,144.0,84.0,1.0,314.0,375.0,489.0,352.0,11.0,1227.0,12.0,7.0,5.0,0.0,24.0,1565.0,43.9
Forest Park 2,Clayton,2821.0,87.0,93.0,89.0,2.0,271.0,282.0,548.0,354.0,11.0,1195.0,8.0,6.0,4.0,0.0,18.0,1484.0,52.6
Forest Park 3,Clayton,2845.0,79.0,132.0,62.0,2.0,275.0,241.0,455.0,353.0,20.0,1069.0,2.0,7.0,5.0,0.0,14.0,1358.0,47.7
Forest Park 4,Clayton,1783.0,83.0,184.0,78.0,2.0,347.0,152.0,341.0,162.0,0.0,655.0,5.0,6.0,5.0,0.0,16.0,1018.0,57.1
Forest Park 5,Clayton,3924.0,91.0,191.0,101.0,0.0,383.0,393.0,717.0,377.0,20.0,1507.0,5.0,3.0,5.0,0.0,13.0,1903.0,48.5
Forest Park 6,Clayton,1463.0,52.0,175.0,75.0,1.0,303.0,103.0,291.0,121.0,4.0,519.0,4.0,5.0,0.0,0.0,9.0,831.0,56.8
Jonesboro 1,Clayton,3244.0,39.0,73.0,57.0,0.0,169.0,263.0,933.0,592.0,5.0,1793.0,8.0,10.0,6.0,0.0,24.0,1986.0,61.2
Jonesboro 2,Clayton,4345.0,42.0,67.0,43.0,3.0,155.0,364.0,1276.0,735.0,10.0,2385.0,8.0,7.0,10.0,0.0,25.0,2565.0,59.0
Jonesboro 3,Clayton,4107.0,85.0,238.0,135.0,2.0,460.0,264.0,1146.0,761.0,7.0,2178.0,4.0,10.0,2.0,0.0,16.0,2654.0,64.6
Jonesboro 4,Clayton,2574.0,47.0,94.0,67.0,0.0,208.0,212.0,499.0,257.0,6.0,974.0,4.0,7.0,4.0,0.0,15.0,1197.0,46.5
Jonesboro 5,Clayton,2064.0,83.0,146.0,77.0,0.0,306.0,214.0,511.0,297.0,1.0,1023.0,4.0,6.0,3.0,0.0,13.0,1342.0,65.0
Jonesboro 6,Clayton,2574.0,121.0,498.0,254.0,1.0,874.0,105.0,503.0,490.0,3.0,1101.0,3.0,9.0,11.0,0.0,23.0,1998.0,77.6
Jonesboro 7,Clayton,3174.0,50.0,206.0,123.0,0.0,379.0,266.0,871.0,475.0,6.0,1618.0,6.0,9.0,2.0,0.0,17.0,2014.0,63.5
Jonesboro 8,Clayton,3947.0,48.0,96.0,34.0,0.0,178.0,405.0,981.0,371.0,4.0,1761.0,6.0,5.0,3.0,0.0,14.0,1953.0,49.5
Jonesboro 9,Clayton,1759.0,55.0,43.0,56.0,0.0,154.0,128.0,313.0,175.0,6.0,622.0,1.0,4.0,7.0,0.0,12.0,788.0,44.8
Jonesboro 10,Clayton,3398.0,57.0,88.0,63.0,1.0,209.0,321.0,676.0,395.0,5.0,1397.0,11.0,4.0,9.0,0.0,24.0,1630.0,48.0
